targetbvdidnumber;targetname;company;Title_link;date;Title;mainText;pros;cons;reply;helpfulReviews;authorInfo;authorInfo1;authorLocation;minor;middle;outlook;CEO;recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11532276.htm;August 11, 2016;"""customer service""";I worked at Alpine Access part-time for more than a year;Work at home in pajamas and didn't have to spend money on clothes or gas.  Got to pick my hours;small breaks and on the phone all day;;Helpful;Former Employee - Anonymous Employee;in Denver, CO;Denver, CO;;;;;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11246709.htm;July 14, 2016;"""Awesome""";I worked at Alpine Access;If you can sit at home all day taking back to back calls this place is for you.;long hours and small breaks;;Helpful;Tech Support;in Sweet Home, AR;Sweet Home, AR;;;Positive Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11126466.htm;July 4, 2016;"""work from home job""";I have been working at Alpine Access full-time for more than 5 years;working from home ,save money on gas , save money on food;no union no pay raise;;Helpful (2);Current Employee - Anonymous Employee;;;;;;;
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10967042.htm;June 18, 2016;"""Good company to work for""";I worked at Alpine Access full-time;It is a good company to work for, people are very supportive and help you along the way and you can work from home which is a plus;Long shift hours, very specific with the kind of Internet service they use;;Helpful;Former Employee - Anonymous Employee;;;;;Neutral Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW11069727.htm;June 28, 2016;"""Team Lead""";I worked at Alpine Access full-time for more than 5 years;Working from home is great, no gas or traffic.;You are home allll the time. It's confinement after a while.;;Helpful;Former Employee - Team Lead;in Bronx, NY;Bronx, NY;;;;;
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10989628.htm;June 21, 2016;"""Customer Care Professional""";I worked at Alpine Access;Awesome managers who are very understanding. This was a telecommunications job so employees worked from home. Great for someone who needs extra cash on the side.;Long hours. Your pay depends on whether or not you could stay connected to the system. Many times I was out of the system for hours trying to get back in and not getting paid for it. Can only get off when you finish your last call.  We closed at 11, but would take calls until 11 so sometimes I wouldn't get off the phone until an hour later. Short break;;Helpful (5);;;;;;;;
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10882065.htm;June 10, 2016;"""They are abusive cheats and you have zero recourse""";I worked at Alpine Access part-time for more than 3 years;Sure it is great to work at home. The price you pay with Alpine or Sykes is abuse and belittlement from 'supervisors' not getting paid for a lot of time when their servers or tech is not functional and many other negatives.;The price you pay with Alpine or Sykes is abuse and belittlement from 'supervisors' not getting paid for a lot of time when their servers or tech is not functional and many other negatives. I worked on the AARP team and if the AARP members ever understood who was handling things for customer service, they'd run the other way. Shame on AARP for farming labor out to this chop shop.;;Helpful (7);Former Employee - Customer Service Representative;in Denver, CO;Denver, CO;;;Negative Outlook;Disapproves of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10854325.htm;June 8, 2016;"""Find reasons to fire you""";I worked at Alpine Access;You get to Work from home;Prior to making the pay rate jump from 9.50 to 13.00 an hour, the company will find some reasoning to fire you;;Helpful (8);Gaming Support Representative;in Palm Beach Gardens, FL;Palm Beach Gardens, FL;;;Negative Outlook;Disapproves of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10784636.htm;May 31, 2016;"""Farce. A cash cow for managers suckling at the pigs that hire them.""";I worked at Alpine Access;Work at home. Home office.;"The company when I worked there operated on a double standard. They had impossible metrics. Then they gave callers unlimited time with the phone representative while holding the sword of Damocles over the phone representatives heads. They put their workers into a pen and picked them apart with unreasonable standards. The reason was to run the parent companies offshore where the costs are a fraction of the cost for workers.

Customer service is not a temp job. It is reasonable career to be incorporated into society as a respectable occupation. Alpine Access hires warm bodies then subjects them to sadistic standards. Standards they know the worker can't hold up to daily.";;Helpful (11);;in Chicago, IL;Chicago, IL;;;Negative Outlook;Disapproves of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10344980.htm;April 21, 2016;"""Customer Service""";I worked at Alpine Access  for more than a year;Flexible schedules, support nearly always available, on-time with pay, overall a pretty good company to work for;Rate of pay for assignment would vary.  Wait time after assignment (lay off period);;Helpful (1);Customer Service Representative;in Denver, CO;Denver, CO;;;Neutral Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10062102.htm;March 28, 2016;"""Hard work""";I worked at Alpine Access part-time for more than a year;"Flexibility
No gas or wardrobe costs";"Not enough money to live if this is main source of revenue 
No upward mobility";;Helpful (2);Former Employee - Customer Care Professional;in Atlanta, GA;Atlanta, GA;;;Neutral Outlook;No opinion of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10484085.htm;May 3, 2016;"""Great for getting started with WAH, but not a career.""";I worked at Alpine Access full-time;"They offer training, which is a joke. 
They send out a system to you.
They have rewards and incentive's, but then use it against you";"They fire you for 'tech' issues if your AIB (the computer they send you) has any issues.
They blame everything on you, network issues, tech issues, etc.";;Helpful (4);Former Employee - Anonymous Employee;;;;;Negative Outlook;Disapproves of CEO;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW9978118.htm;March 20, 2016;"""Fantastic Company""";I worked at Alpine Access part-time;Flexible scheduling. room for growth, lots of support,ability to change programs within the company,paid training, lots of incentives.;"Not very many cons other than hours may possibly be reduced  due to low call volume ; however if you are a great agent then your hours are fairly consistent.";;Helpful (1);Former Employee - Customer Service Representative Work At Home;in Port Saint Lucie, FL;Port Saint Lucie, FL;;;Neutral Outlook;Approves of CEO;Recommends
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW10364391.htm;April 22, 2016;"""Patient care coordinator""";I have been working at Alpine Access full-time;It's nice to work from home.;Management wages are to low not enough to live off of.  You also get treated like your in school;;Helpful (3);Current Employee - Anonymous Employee;;;;;;;Doesn't Recommend
US*P003580;alpine access inc.;alpine access;https://www.glassdoor.com/Reviews/Employee-Review-Alpine-Access-RVW9555543.htm;February 13, 2016;"""Overall great to work with.""";I have been working at Alpine Access;You can work in your pjs or whatever you are comfy in. They do offer health insurance which will give you protection you have to have for the federal mandate. They also offer dental and vision. They also offer bonus pay or paid time off if you work enough hours. Easy to trade or give away shifts if need be. Great friendly/ family like and family first company. You are paid well for a work at home job and you have no fees to pay to get hired or anything. You do have to supply the usb headset and phone you will use though and will need a pc or laptop with high speed internet. The training is good as long as you have a good trainer- which I did. They have a good tech department if something goes wrong with the programs or similar and you do get paid for time you are on with the help desk the majority of the time. Paid training and usually an increase in pay once finished with training. They often have contests and giveaways for employees. I personally have won a $100 gift card. You have def room to move up if you show you are motivated to be promoted. It can happen in as little as a few months or a year- depends on the need of supervisors or trainers and the quality of your work.;The hours can be complicated. It always depends on the needs of the program. You may have one week where you can work 40+ hours and other where you get less than 10 hours. This isn't due to Sykes but how much money the program you will be hired for gives Sykes to allow hours of employees. If there is not enough calls coming in then you will be getting less hours. Some of the softwae programs can be buggy at times.;;Helpful (3);Alpine Access CCP;in Lebanon, MO;Lebanon, MO;;;Positive Outlook;Approves of CEO;Recommends
